Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::_reshape_alias,,,0.738,1.208,0,0,0,0
aten::view,,,0.47,0.47,0,0,0,0
vllm::unified_attention_with_output,,,109.378,841.741,0,48.0615,0,0
P12/A/0009/attention,,,291.955,732.363,0,48.0615,0,0
aten::slice,,,1.664,2.841,0,0,0,0
aten::as_strided,,,1.177,1.177,0,0,0,0
aten::slice,,,0.893,1.418,0,0,0,0
aten::as_strided,,,0.525,0.525,0,0,0,0
aten::slice,,,3.742,4.41,0,0,0,0
aten::as_strided,,,0.668,0.668,0,0,0,0
P12/A/0010/cache_write,,,97.398,134.054,0,12.24,0,0
