Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
P16Dep/trace-01-no_wait/independent-05,,,11.331,16.656,0,555.462,0,0
aten::mul,"67108864;
;
67108864",,2.506,5.325,0,555.462,0,0
aten::item,,,0.221,0.515,0,0,0,0
aten::_local_scalar_dense,,,0.294,0.294,0,0,0,0
aclnnMuls,,,2.304,2.304,555.462,555.462,0,0
P16Dep/trace-01-no_wait/record-C,,,12.332,23.847,0,0.02,0,0
Event::record,,,8.415,11.515,0,0.02,0,0
record_event,,,3.1,3.1,0.02,0.02,0,0
P16Dep/trace-01-no_wait/join-A,,,12.956,4690.949,0,0,0,0
Event::synchronize,,,4677.993,4677.993,0,0,0,0
P16Dep/trace-01-no_wait/join-B,,,13.737,22.065,0,0,0,0
Event::synchronize,,,8.328,8.328,0,0,0,0
P16Dep/trace-01-no_wait/join-C,,,12.117,23.328,0,0,0,0
Event::synchronize,,,11.211,11.211,0,0,0,0
P16Dep/check/trace-01-no_wait,,,84.571,6605.424,0,6259.491,0,0
aten::eq,"4096,4096;
",,3.02,7.412,0,22.001,0,0
empty_tensor,,,2.129,2.129,0,0,0,0
aclnnEqScalar,,,2.263,2.263,22.001,22.001,0,0
aten::all,"4096,4096",,3.671,7.53,0,32.381,0,0
empty_tensor,,,1.388,1.388,0,0,0,0
aclnnAll,,,2.471,2.471,32.381,32.381,0,0
aten::item,,,0.764,84.088,0,0,0,0
aten::_local_scalar_dense,,,83.324,83.324,0,0,0,0
aten::eq,"67108864;
",,2.158,5.78,0,368.675,0,0
empty_tensor,,,1.356,1.356,0,0,0,0
aclnnEqScalar,,,2.266,2.266,368.675,368.675,0,0
aten::all,67108864,,2.446,4.245,0,56.782,0,0
empty_tensor,,,0.838,0.838,0,0,0,0
aclnnAll,,,0.961,0.961,56.782,56.782,0,0
aten::item,,,0.629,454.898,0,0,0,0
aten::_local_scalar_dense,,,454.269,454.269,0,0,0,0
aten::eq,"4096,4096;
",,2.155,5.599,0,40.302,0,0
empty_tensor,,,1.108,1.108,0,0,0,0
aclnnEqScalar,,,2.336,2.336,40.302,40.302,0,0
aten::count_nonzero,"4096,4096;
",,4.7,10.917,0,2803.812,0,0
aten::ne,"4096,4096;
",,3.04,4.627,0,206.70800000000003,0,0
empty_tensor,,,0.864,0.864,0,0,0,0
aclnnNeScalar,,,0.723,0.723,206.70800000000003,206.70800000000003,0,0
empty_tensor,,,1.087,1.087,0,0,0,0
aclnnReduceSum,,,0.503,0.503,2597.104,2597.104,0,0
aten::item,,,0.745,2865.828,0,0,0,0
aten::_local_scalar_dense,,,2865.083,2865.083,0,0,0,0
aten::eq,"4096,4096;
",,2.191,6.949,0,38.981,0,0
empty_tensor,,,1.776,1.776,0,0,0,0
aclnnEqScalar,,,2.982,2.982,38.981,38.981,0,0
aten::count_nonzero,"4096,4096;
",,3.414,15.204,0,2785.072,0,0
