Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aclnnInplaceCopy,,,3.849,3.849,2.14,2.14,0,0
aten::contiguous,,,0.486,6.859,0,2.76,0,0
aten::clone,,,0.688,6.373,0,2.76,0,0
empty_tensor,,,3.14,3.14,0,0,0,0
aten::copy_,,,1.825,2.545,0,2.76,0,0
aclnnInplaceCopy,,,0.72,0.72,2.76,2.76,0,0
_triton_rope,,,4.413,4.413,13.661,13.661,0,0
aten::view,,,1.304,1.304,0,0,0,0
aten::view,,,0.769,0.769,0,0,0,0
aten::empty,,,0.851,3.326,0,0,0,0
empty_tensor,,,2.475,2.475,0,0,0,0
aten::view,,,0.895,0.895,0,0,0,0
aten::view,,,0.629,0.629,0,0,0,0
aten::view,,,0.82,0.82,0,0,0,0
aten::view,,,0.81,0.81,0,0,0,0
vllm::unified_attention_with_output,,,220.87,1054.285,0,46.4015,0,0
P12/A/0004/attention,,,306.362,833.415,0,46.4015,0,0
aten::slice,,,1.51,3.017,0,0,0,0
aten::as_strided,,,1.507,1.507,0,0,0,0
aten::slice,,,0.5,3.109,0,0,0,0
aten::as_strided,,,2.609,2.609,0,0,0,0
aten::slice,,,2.482,3.37,0,0,0,0
aten::as_strided,,,0.888,0.888,0,0,0,0
P12/A/0005/cache_write,,,108.006,153.222,0,12.0005,0,0
atb::_npu_reshape_and_cache,,,28.185,45.216,0,12.0005,0,0
aten::contiguous,,,0.992,15.176,0,2.84,0,0
aten::clone,,,1.559,14.184,0,2.84,0,0
empty_tensor,,,3.443,3.443,0,0,0,0
aten::copy_,,,6.055,9.182,0,2.84,0,0
aclnnInplaceCopy,,,3.127,3.127,2.84,2.84,0,0
ReshapeCacheOperation,,,1.855,1.855,9.1605,9.1605,0,0
P12/A/0006/fia,,,202.387,349.77,0,34.401,0,0
aten::slice,,,0.903,2.128,0,0,0,0
aten::as_strided,,,1.225,1.225,0,0,0,0
aten::slice,,,0.445,1.037,0,0,0,0
aten::as_strided,,,0.592,0.592,0,0,0,0
aten::slice,,,0.327,0.936,0,0,0,0
aten::as_strided,,,0.609,0.609,0,0,0,0
npu::npu_fused_infer_attention_score,,,107.907,118.07,0,33.381,0,0
empty_tensor,,,3.291,3.291,0,0,0,0
empty_tensor,,,1.362,1.362,0,0,0,0
empty_tensor,,,0.805,0.805,0,0,0,0
empty_tensor,,,0.705,0.705,0,0,0,0
